lv_thought,lv_registered,lv_plan_vote,lv_already_voted,vote_method_plan,lv_likely,vote_method,vote_measure_100pct_income_tax,vote2016,agree_flies_animal_feed,agree_eat_animals_fed_insects,agree_eat_insects,agree_flies_animal_feed_alt,agree_eat_animals_fed_insects_alt_reverse,agree_insect_feed_harms_health,agree_farming_harms_environment,agree_farming_climate_change,agree_farming_covid,agree_plant_based_is_meat,agree_stop_buying_if_reneg,agree_vote_cand_oppose_abortion,agree_vote_cand_gun_control,agree_vote_cand_animal_welfare,agree_vote_cand_reg_farming,agree_vote_veg,agree_vote_gay,agree_vote_atheist,agree_pain_dogs,agree_pain_pigs,agree_pain_chickens,agree_pain_fish,agree_pain_honeybees,agree_pain_termites,agree_pain_ants,gss_trust,gss_bible,gss_spanking,agree_birth_control_immoral,agree_11hrs_sleep,agree_40hrs_work,agree_puerto_rico,agree_socialists_no_teach,agree_immigrants_work,agree_need_more_equal_rights,ffq_chicken,ffq_turkey,ffq_pork,ffq_beef,ffq_fish,ffq_seafood,ffq_other_meat,ffq_dairy,ffq_eggs,ffq_none,news_wsj,news_daily_wire,news_npr,news_guardian,news_msnbc,news_cnn,news_john_oliver,news_steven_colbert,news_nyt,news_atlantic,news_fox,news_wp,news_none,news_amount,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,social_none,gender,race,education,state,income,urban_rural,vote_measure_ca_prop16_affirmative_action,vote_measure_ca_prop22_rideshare,vote_measure_ca_prop14_stem_cell,vote_measure_ca_prop15_property_tax,vote_measure_ca_prop21_rent_control,vote_measure_ca_prop23_dialysis,vote_measure_ca_prop25_bail,vote_measure_ca_prop17_felon_vote,vote_measure_ca_prop20_parole,vote_measure_ca_prop18_17yo_vote,vote_measure_psilocybin,vote_measure_alt_protein_funding,vote_measure_no_insect_feed,vote_measure_no_labeling,vote_measure_cage_free,vote_measure_co_gray_wolf,vote_measure_utah_hunt,vote_measure_mt_firearms,vote_measure_al_citizen_voting,vote_measure_la_a1_abortion,vote_measure_primate_rights,vote_measure_ne428_payday_cap,vote_measure_nvq6_renewables_mandate,vote_measure_marijuana,vote_measure_no_slavery,vote_measure_rank_choice,vote_measure_mi_prop2_electronic_privacy,vote_measure_family_leave,vote_measure_min_wage,vote_measure_stand_ground,vote_measure_22wk_abortion,vote_measure_income_tax_for_educ,vote_measure_cig_tax,vote_trump_biden,vote_senate,vote_rep,age,voted2016,pescetarian,vegetarian,vegan,region,meta_straightlining_vote_measure,weight,lv_index,rv_index,lv_weight,rv_weight,lv_weight_alt,lv_weight_2020
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Disagree,Don't know,Disagree,Don't know,Agree,Agree,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,Female,Black or African American,Graduated from college,Texas,"Under $15,000",Suburban,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",I did not vote,I did not vote,18-24,True,False,False,False,South,0.7941176470588235,0.005882112669336759,0.83,1,0.007516131126553198,0.007337664174114075,0.007030979128513185,0.007232512442619638
Quite a lot,Yes,Yes,No,In person on election day,Very likely,,Vote for / Support,Donald Trump,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,False,Female,White or Caucasian,Less than high school,Texas,"Between $15,000 and $49,999",Urban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,7.695777971280502,0.83,1,9.83362264624997,9.600127961875378,9.198880969385755,9.752271653350125
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Donald Trump,Don't know,Don't know,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Don't know,Don't know,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Inspired word,Agree,Disagree,Disagree,Agree,Disagree,Don't know,Agree,Don't know,True,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,Male,White or Caucasian,Completed graduate school,Texas,"Between $75,000 and $99,999",Suburban,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.01190111773075575,0.83,1,0.015207182596689954,0.014846095291596449,0.014225587824443503,0.01508137754518925
Quite a lot,Yes,Yes,No,"By mail, but I haven’t requested my mail-in ballot yet",Very likely,,Vote against / Oppose,Did not vote,Don't know,Agree,Don't know,Don't know,Disagree,Don't know,Don't know,Don't know,Disagree,Disagree,Don't know,Disagree,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can trust,Inspired word,Disagree,Disagree,Disagree,Disagree,Don't know,Disagree,Agree,Don't know,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,Male,White or Caucasian,"Some college, no degree",Texas,"Under $15,000",Suburban,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",Not decided,Not decided,18-24,False,False,False,False,South,0.7941176470588235,0.019800294995748098,0.63,1,0.019204151657018952,0.02469995448821844,0.017964560118474467,0.018479489443532268
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Don’t know / Undecided,Hillary Clinton,Don't know,Don't know,Agree,Don't know,Don't know,Don't know,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Don't know,Agree,Disagree,Agree,Agree,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,Female,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.03937929531916369,0.83,1,0.050318646365451254,0.04912385408249354,0.047070673251115414,0.048419889143258926
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Don't know,Agree,Disagree,Agree,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Agree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Female,Black or African American,Graduated from high school,Texas,"Under $15,000",Urban,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,5.656895616315079,0.83,1,7.228350018368866,7.056716291226436,6.761773744632086,6.955590657907702
Quite a lot,Yes,Yes,Yes,,,By mail,Don’t know / Undecided,Did not vote,Don't know,Disagree,Disagree,Agree,Don't know,Agree,Agree,Agree,Don't know,Don't know,Disagree,Disagree,Disagree,Don't know,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Don't know,Disagree,Disagree,Can't be too careful,Inspired word,Agree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Agree,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,Female,Asian or Asian American,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,"Joe Biden, the Democrat",There was no Senate election in my state in 2020,I did not vote,18-24,False,False,False,False,South,0.7941176470588235,0.08419359846670248,0.83,1,0.10758211575764615,0.10502762967791421,0.10063789438439166,0.10352254074861302
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Disagree,Don't know,Don't know,Agree,Disagree,Disagree,Agree,Agree,Don't know,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,True,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $75,000 and $99,999",Suburban,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",There was no Senate election in my state in 2020,A Democratic candidate,45-64,True,False,False,False,South,0.7941176470588235,0.7146152087517219,0.83,1,0.913131372339516,0.8914495029769308,0.8541904754466364,0.8786746666593234
Quite a lot,Yes,Yes,Yes,,,In person,Vote against / Oppose,Hillary Clinton,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Don’t know,Book of fables,Don't know,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,True,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,Male,Asian or Asian American,Graduated from college,Texas,"Between $15,000 and $49,999",Suburban,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,25-44,True,False,False,False,South,0.7941176470588235,0.10072955631818117,0.83,1,0.12871167149750326,0.12565547418418696,0.12040357740671803,0.12385477979852205
Only a little,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Donald Trump,Disagree,Don't know,Agree,Don't know,Disagree,Don't know,Disagree,Don't know,Don't know,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Inspired word,Disagree,Disagree,Disagree,Disagree,Agree,Don't know,Agree,Disagree,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,Female,White or Caucasian,"Some college, no degree",Texas,"Between $15,000 and $49,999",Suburban,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,"Donald Trump, the Republican",A Republican candidate,A Republican candidate,25-44,True,False,False,False,South,0.7941176470588235,0.05662019643370038,0.63,1,0.05491548683474064,0.07063108278572132,0.051370796393259165,0.05446118534887996
Quite a lot,Yes,Yes,No,In person before election day,Very likely,,Vote against / Oppose,Did not vote,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Don't know,Don't know,Don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Can't be too careful,Book of fables,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,True,False,True,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,Other,White or Caucasian,"Some college, no degree",Texas,"Under $15,000",Suburban,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,"Joe Biden, the Democrat",A Democratic candidate,A Democratic candidate,18-24,False,False,False,False,South,0.7941176470588235,0.016529187975468148,0.83,1,0.02112090522962955,0.020619399398288888,0.01975759088611468,0.020323914963779832
Some,Yes,No,No,,,,Vote against / Oppose,Did not vote,Don't know,Don't know,Agree,Agree,Don't know,Agree,Don't know,Agree,Don't know,Agree,Don't know,Disagree,Agree,Disagree,Agree,Disagree,Don't know,Disagree,Don't know,Don't know,Disagree,Disagree,Agree,Disagree,Agree,Can't be too careful,Inspired word,Don't know,Agree,Agree,Don't know,Agree,Don't know,Disagree,Disagree,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,Texas,"Between $15,000 and $49,999",Urban,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Vote against / Oppose,Not presented,Not presented,Not presented,Not presented,Don’t know / Undecided,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Vote for / Support,Not presented,Not presented,Do not intend to vote,Do not intend to vote,Not decided,25-44,False,False,False,False,South,0.7941176470588235,0.13867957398781064,0.13,1,0.02775484255362424,0.17299637034094736,0.025963320147554692,0.021872718659813536
